Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,White,36.9,"Seattle, WA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",BRFSS,,,,,30.8,43.5
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Female,All,33.1,"Seattle, WA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",BRFSS,,,,,25.9,41.1
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Male,All,46.9,"Seattle, WA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",BRFSS,,,,,39.0,55.0
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,All,48.8,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,American Indian/Alaska Native,42.9,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,American Indian alone,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Asian/PI,45.1,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,Does not include Pacific Islander,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Black,40.9,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Hispanic,40.0,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Other,37.7,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,Native Hawaiian or other PI,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,White,52.4,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Female,All,45.4,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Male,All,52.4,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,All,47.0,"San Antonio, TX","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",2013 BRFSS Bexar County,150 mins activity,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Male,All,68.1,"Baltimore, MD","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",CDC BRFSS,"The three most recent years of available data are 2010-2012. Data from Baltimore City County. BRFSS question: ""During the past month, other than your regular job, did you participate in any physical activities or exercises such as running, calisthenics, golf, gardening, or walking for exercise?"" Percent responding yes.","Due to changes in BRFSS sampling methodology, data from 2010 and before are not directly comparable to data from 2011 and beyond.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Male,All,53.8,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Female,All,46.5,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,White,53.5,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,Other,64.3,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,Native Hawaiian or other PI,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,Hispanic,42.4,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,Black,40.9,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,Asian/PI,49.1,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,Does not include Pacific Islander,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,All,78.1,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,75.9,80.3
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,Asian/PI,75.7,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,66.0,85.4
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,Black,78.0,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,70.7,85.3
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,Hispanic,73.9,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,69.2,78.7
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,Other,78.2,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,67.5,88.9
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,White,80.7,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,78.1,83.4
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Female,All,75.8,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,72.9,78.8
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Male,All,80.3,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",Nevada BRFSS - Clark County,,,,,77.0,83.7
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,Black,67.4,"Baltimore, MD","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",CDC BRFSS,"The three most recent years of available data are 2010-2012. Data from Baltimore City County. BRFSS question: ""During the past month, other than your regular job, did you participate in any physical activities or exercises such as running, calisthenics, golf, gardening, or walking for exercise?"" Percent responding yes.","Due to changes in BRFSS sampling methodology, data from 2010 and before are not directly comparable to data from 2011 and beyond.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Female,All,71.4,"Baltimore, MD","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",CDC BRFSS,"The three most recent years of available data are 2010-2012. Data from Baltimore City County. BRFSS question: ""During the past month, other than your regular job, did you participate in any physical activities or exercises such as running, calisthenics, golf, gardening, or walking for exercise?"" Percent responding yes.","Due to changes in BRFSS sampling methodology, data from 2010 and before are not directly comparable to data from 2011 and beyond.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,White,73.1,"Baltimore, MD","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",CDC BRFSS,"The three most recent years of available data are 2010-2012. Data from Baltimore City County. BRFSS question: ""During the past month, other than your regular job, did you participate in any physical activities or exercises such as running, calisthenics, golf, gardening, or walking for exercise?"" Percent responding yes.","Due to changes in BRFSS sampling methodology, data from 2010 and before are not directly comparable to data from 2011 and beyond.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,All,68.6,"Baltimore, MD","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",CDC BRFSS,"The three most recent years of available data are 2010-2012. Data from Baltimore City County. BRFSS question: ""During the past month, other than your regular job, did you participate in any physical activities or exercises such as running, calisthenics, golf, gardening, or walking for exercise?"" Percent responding yes.","Due to changes in BRFSS sampling methodology, data from 2010 and before are not directly comparable to data from 2011 and beyond.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Male,All,25.1,"San Diego County, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2012.",Adults who meet aerobic recommendations.,2012-2013 and 2015 data available- 2014 data is not available,,,19.1,31.1
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Female,All,16.5,"San Diego County, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2012.",Adults who meet aerobic recommendations.,2012-2013 and 2015 data available- 2014 data is not available,,,12.3,20.7
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,White,21.8,"San Diego County, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2012.",Adults who meet aerobic recommendations.,2012-2013 and 2015 data available- 2014 data is not available,,,17.4,26.2
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,Other,,"San Diego County, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2012.",Adults who meet aerobic recommendations.,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,American Indian/Alaska Native,46.2,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,American Indian alone,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,All,50.0,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,All,38.1,"Oakland (Alameda County), CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",AskCHIS Neighborhood Edition,Adults ages 18+ who walked for transportation or leisure for at least 150 minutes in the past week. ,,,,34.2,42.0
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,Hispanic,17.4,"San Diego County, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2012.",Adults who meet aerobic recommendations.,2012-2013 and 2015 data available- 2014 data is not available,,,11.1,23.6
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,Black,,"San Diego County, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2012.",Adults who meet aerobic recommendations.,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,Asian/PI,,"San Diego County, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2012.",Adults who meet aerobic recommendations.,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2012,Both,All,20.8,"San Diego County, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2012.",Adults who meet aerobic recommendations.,2012-2013 and 2015 data available- 2014 data is not available,,,17.1,24.5
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Both,Other,,"San Diego County, CA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2013.",Adults who meet aerobic recommendations.,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Male,All,54.1,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.","Adults engaging in regular physical activity, Moderate for 150+ minutes/week or vigorous for 75+ minutes/week (age adjusted, percent, 18+ years), National Health Interview Survey (NHIS), CDC/NCHS",,,,,,
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Both,All,38.4,"Seattle, WA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",BRFSS,,,,,34.4,42.4
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Both,Asian/PI,38.8,"Seattle, WA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",BRFSS,,,,,26.2,53.1
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Both,White,35.2,"Seattle, WA","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",BRFSS,,,,,31.0,39.7
Chronic Disease,Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Both,All,18.3,"Detroit, MI","BRFSS (or similar survey). Percent of population 18 years and over that meets CDC physical activity recommendations: 18 and over get at least 2 hrs, 30 mins of moderate intensity aerobic activity every week for good health; 1 hr, 15 mins of vigorous intensity aerobic activity; or an equivalent mix of moderate and vigorous.",BRFSS,"The proportion who reported that they do either moderate physical activities for at least 150 minutes per week, vigorous physical activities for at least 75 minutes per week, or an equivalent combination of moderate and vigorous physical activities and also participate in muscle strengthening activities on two or more days per week.",,,,13.3,24.6
