Gas Works Park,"Gas Works Park has a play area with a large play barn, and big hill popular for flying kites. Special park features include a sundial, and a beautiful view of Seattle. Access to Lake Union is restricted at Gas Works Park, as the lake sediment contains hazardous substances. Entering the water or launching boats from the park is prohibited (SMC 18.12.070) There is no swimming, no fishing and no wading in the park. The Burke-Gilman Trail runs past Gas Works parking lot and follows the Burlington-Northern Railroad 12.5 miles north to Log Boom Park in Kenmore."
Gemenskap Park,"Gemenskap Park (pronounced Yuh-MEN-skawp) is a new open space in Ballard that replaced two blocks of 14th Avenue NW and its gravel parking median to create an attractive neighborhood resource. The project includes green infrastructure and incorporates safety improvements for pedestrians, cyclists and vehicles."
Genesee Park and Playfield,"Genesee Park and Playfield is a broad, rough meadow that stretches for about 5 blocks north from Genesee Street to Stan Sayres Memorial Park on Lake Washington Boulevard. Set in a quiet neighborhood, the atmosphere is quite soothing. It contains a huge and open grassy area for a playfield."
Georgetown Playfield,"Georgetown Playfield's facilities include lighted ballfields, a 1/2 basketball court, a children's wading pool, tennis & handball courts, and swings."
Georgetown Pump Station,"Located on the eastern shore of the Duwamish River, this is an undeveloped park property. The property is adjacent to a street end that was developed as wildlife habitat and a public viewpoint. The site includes a historic (inactive) pump station building, which is an integral part of the Georgetown Steam Plant. This park represents one of very few green space and habitat restoration opportunities on the eastern shore of the Duwamish River between Boeing Field and Elliott Bay."
Gerber Park,"Located at Martin Luther King Jr Way S and E Cherry, this triangle park is a great place to rest on the bench and check out artwork."
Gilman Playground,"Gilman Playground’s features include ballfields, tennis courts, a play area, and wading pool."
Golden Gardens Park,"Located in Ballard on Puget Sound, this popular park offers extraordinary views."
Grand Army of the Republic Cemetery,"In about 1895, five Grand Army Posts in Seattle established this cemetery for the Civil War heroes of 1861-65. In 1922, city council turned the care and maintenance of the cemetery over the the Parks Department. Recently, the volunteer group Friends of the GAR have been active in caring for the cemetery. Located in the north of the Capitol Hill neighborhood, the cemetery's 526 graves and monument memorialize veterans of the Civil War. A small green space lies adjacent to the memorial site."
Green Lake Park,"Green Lake is one of Seattle’s most beloved parks. Its expanse of water and green space in the center of a dense urban neighborhood draws thousands of people daily from all over the city. The park serves as a natural preserve for hundreds of species of trees and plants, as well as numerous birds and waterfowl. The newly reconstructed 2.8-mile path around the lake provides a perfect recreational spot for runners, bikers, skaters and walkers."
Greenwood Park,"This 2.2 acre park was previously a commercial nursery and greenhouse for many years, and was acquired by Seattle Parks and Recreation in November 1999 through the Seattle Open Space Program. The Greenwood community was very involved in the development of the park."
Greenwood Triangle,"Deeded to Ballard in 1895 (annexed 1907), the triangle is all that remains of the large, original Greenwood Park to the east."
Greg Davis Park,"Greg Davis Park connects to Cottage Grove Park and Puget Blvd. Commons, as well as links with the Longfellow Creek Legacy Trail. A nice neighborhood park featuring a mid-size lawn area, trickling creek, and lots of pathways as they connect to Longfellow Creek Legacy Trail."
Haller Lake Street End,"Haller Lake is a small lake in north Seattle. This little park provides public access to the west side of the lake, along the North 125th Street right-of-way. Perfect for picnics and bird watching; winter visitors include coots, shovelers, buffleheads, ruddy ducks, mergansers, gadwalls, and cormorants. The lake is also occasionally stocked with fish so this park is ideal for fishing!"
Hamilton Viewpoint Park,"With a stunning view of the city, Elliott Bay, the harbor and the Cascade Mountains, Hamilton Viewpoint showcases Seattle's urban and natural beauty."
Harrison Ridge Greenbelt,This greenbelt is located in Seattle's Madison Valley along 32nd Ave E between E Denny Way and E Thomas St.
Harvard-Miller/Roanoke Annex,This is a small triangle-shaped lawn area.
Herring's House Park,"This very neat little park in the Duwamish industrial area offers some respite against the hustle and bustle of trucks and trains nearby. There are walking trails here that provide views of the Duwamish River, and some interpretive signs to help inform visitors about the local ecosystem. There is also a small lawn area available for stretching out and enjoying the sun."
Harvard-Miller/Roanoke Annex,This is a small triangle-shaped lawn area.
Herring's House Park,"This very neat little park in the Duwamish industrial area offers some respite against the hustle and bustle of trucks and trains nearby. There are walking trails here that provide views of the Duwamish River, and some interpretive signs to help inform visitors about the local ecosystem. There is also a small lawn area available for stretching out and enjoying the sun."
Hiawatha Playfield,"Located in the heart of West Seattle, Hiawatha Playfield is within easy walking distance to many Admiral District businesses including coffee shops, restaurants and stores."
Highland Drive Parkway,"A landscaped slope with stairway between Highland Drive and 2nd Ave N. 2nd Ave descends to meet Highland Drive a sharp angle, creating a sliver of park land."
Highland Park Playground,"With views of Mt Rainier to the southeast and the Cascade range to the east, Highland Park is a beautiful place to relax, picnic, splash about in the wading pool and play. Park features include ballfields, a wading pool, a shelter house, swings, tennis court and children's play area."
Highland Place,This is a small traffic triangle with boulders and a tree.
Hing Hay Park,"Hing Hay Park - ""Park for Pleasurable Gatherings"" - is a hub of the International District. Terrace-like stairs lead down from Maynard to a red brick square with an ornate Grand Pavilion designed and constructed in Taipei, Taiwan. Artwork on an adjacent building features a dragon in a depiction of Asian-American history in the Northwest. The park is a popular lunch spot, and meeting place for families and friends."
Hitt's Hill Park,Hitt’s Hill is a 3.2-acre wooded hilltop on the southwest end of Columbia City that was once home to the Hitt’s Fireworks factory.
Homer Harris Park,"This park in the heart of the Central Area features unique artwork, a ""Unity Plaza"" gathering place, picnic tables and lawn areas. Barbecue on the grill or bring a picnic lunch, and enjoy the views to Lake Washington and the Cascade Mountains. The park will also include a large elephant sculpture in the children's play area."
Horiuchi Park,"Named for artist C. Paul Horiuchi (1906-1999), this park is a small staircase with a community garden."
Horton Hill Corridor,This park is a staircase on the S Horton St right-of-way.
Howell Park,"This secluded park offers a planted trail that leads to the beach, but that starts between two private driveways, so please be respectful. It leads down through the woods to a beach lawn. It is reached by a tiny, residential access road with no parking, but offers public shore access, benches, and great big trees."
Hubbard Homestead,"The park design draws on the site's rich history and hydrological conditions. The park landscaping is young, but will grow to provide natural play in groves of trees at the northeast corner of the park and at the Hubbard homestead site. The park also includes a main lawn surrounded by meadow planting, a half basketball court, a hydro-seeded ""wet meadow,"" and a gateway plaza at 112th Street and 5th Avenue."
Hunter Boulevard,"This green street boulevard is named by and for the Hunter Tract Improvement Co. The identity of ""Hunter"" is not known."
Hutchinson Playground,"When this playground was originally developed in 1911, it was given the community name of Rainier Beach Playground. In 1965 the community petitioned the Park Board to rename this playground in honor of a former resident who had achieved great fame in the baseball world, Fred Hutchinson (1919-1964)."
Hyde Place,"Deeded to the City in 1911 by Maude & Oliver McGilvra, this traffic triangle was named to honor D.N. Hyde, member of the first City Council 1870."
I-5 Colonnade,"I-5 Colonnade is a winding series of bike paths, trails, and an off-leash area running under the I-5 highway. This space helps link the Eastlake and Capitol Hill neighborhoods."
Interbay Athletic Complex,The Interbay Athletic Complex is a result of partnerships between the City of Seattle's Parks and Recreation and Interbay Golf Centers and Seattle Pacific University.
Interlaken Park,"Interlaken Park is a densely wooded area on the north end of Capitol Hill. The paths and trails throughout the park are frequented by bikers, hikers and joggers."
Inverness Ravine Park,Iverness Ravine Park is primarily a natural area.
Japanese Garden,"Located within the Washington Park Arboretum, this is a 3 1/2 acre formal garden designed and constructed under the supervision of world-renowned Japanese garden designer Juki Iida in 1960. Visit the Japanese Garden website for a complete list of hours, admissions, and more. www.seattlejapanesegarden.org"
Jefferson Park,"Jefferson Park, the sixth largest park in the city, offers unparalleled views of the Duwamish River, the city and the Olympic Mountains. The Olmsted inspired path system flanked by trees offers a wonderful respite from city life along with many active opportunities. The covering of the reservoirs and two voter-approved Park levies transformed the park into a great community gathering place for southeast Seattle. It is the home to the Jefferson Park Golf Course, the Jefferson Community Center, Jefferson Lawn Bowling, Jefferson Skatepark and Beacon Mountain."
Jimi Hendrix Park,"Jimi Hendrix Park is located next to the Northwest African American Museum in Seattle’s vibrant Central District, a thriving multi-cultural community near where Jimi Hendrix grew up."
"John C. Little, Sr. Park","This park is located next to NewHolly, a mixed-income, diverse community developed around the year 2000. It has picnic shelters, a plaza, an expanded children's play area, landscaping, and a community garden."
Judge Charles M. Stokes Overlook,"Judge Charles M. Stokes Overlook, named for civil rights advocate Charles Moorehouse Stokes, is one of the areas of the I-90 lid."
Judkins Park and Playfield,"Judkins is a multipurpose park corridor in the Central Area. Its six-block strip of green enlivens the Rainier Valley with picnic, play and sports areas with wide grass fields, a skatespot, spraypark, and picnic tables."
Julia Lee’s Park,"Julia Lee's Park was established in 1993 by her husband, C. Calvert Knudsen, as a memorial. The park holds an Italianate garden with handsome wooden benches and has become a green and peaceful meeting place for Madison Valley residents of all ages."
Junction Plaza,"Junction Plaza is located near the Alaska Street Junction in West Seattle. This space is designed to provide both a destination and pass-through park in the junction of the traditional business and the growing mixed use area to the east. The design creates an open space geared toward encouraging casual daily use for relaxing, eating or people watching, that can also be used for Junction Association festivals like the West Seattle Festival and intermittent programs."
Katie Black's Garden,"This historic landscape was originally created for Katie Black, an early Seattle settler. The community rallied to preserve it and has worked hard to remove blackberries and restore the garden."
Kerry Park,"An unsurpassed view of Elliott Bay and the Central City, with an occasional backdrop of Mount Rainier, draws camera buffs to this spot. At sunset they often line the wall just as the city and the sound are beginning to glow with lights. At night it becomes almost a fantasy scene, with brightly lit ferries gliding across the water and the Space Needle shining from its 500-foot pedestal."
Keystone Place,"Named by area real estate developer, dentist and electrical engineer Dr. Edward Corliss Kilbourne (1856-1959; he died at age 103). The name probably reflects the shape of this ""triangle"" and its location at N 57th St and Keystone Pl N."
Kilbourne Park,This small space is a greenbelt located beside Fauntleroy Elementary School.
Kinnear Park,"A roughly pie-shaped, two-tiered park, Kinnear is bigger, grassier, and woodsier than the parks on the upper part of the hill, and offers closer views of the city and the sound. It is dominated here by the grain elevators of Pier 86, where ships dock to be fed their cargoes through snaking tubes. You can also spot joggers moving antlike along the narrow green of Myrtle Edwards and Elliott Bay parks on the shoreline. For a different, quieter mood, descend into Lower Kinnear on a narrow pathway, which leads to a tennis court, and walk among glacial boulders and maple trees. (Excerpt from Enjoying Seattle Parks by Brandt Morgan.)"
Kinnear Place,A street triangle formed where W Queen Anne Driveway meets Queen Anne Ave N at W Roy St.
Kirke Park,The park was named Kirke which means church in Norwegian. This name pays tribute to both the Norwegian heritage of the neighborhood and the history of the site. This site was home to the Church of Seventh Elect in Spiritual Israel for more than 90 years.
Kiwanis Memorial Preserve Park,Kiwanis Memorial Preserve Park is one block east of Discovery Park in the Magnolia neighborhood. This park was named the city's first Wildlife Sanctuary in 2010. It is home to Seattle‘s largest nesting colony of Great Blue Herons. The herons make their nests there from February through July or August each year.
Kobe Terrace,"This terraced hillside on the northeast edge of the International District is adorned with Mt. Fuji cherry trees and laced with ground vines and pathways winding alongside the freeway. The trees and a four-ton, 200-year-old Yukimidoro stone lantern on the hilltop were gifts from the people of Seattle's sister city, Kobe, Japan. Since Yukimidoro means ""View of the Snow"", keep your eyes open for Mount Rainier to the south. The park provides pleasant witting, viewing, and walking between S. Washington and S. Main, with an eye-level view of the cars flashing along the freeway."
Kubota Garden,"Hidden in South Seattle, Kubota Garden is a stunning 20 acre landscape that blends Japanese garden concepts with native Northwest plants. The city acquired the property, which is an historic landmark, in 1987 from the estate of master landscaper Fujitaro Kubota. Kubota was a horticultural pioneer when he began merging Japanese design techniques with North American materials in his display garden in 1927. The Gardens are a spectacular setting of hills and valleys, interlaced with streams, waterfalls, ponds, bridges, and rock out-croppings with a rich array of plant material."
Lake City Memorial Triangle,"This space is a small decorative triangle with ornamental shrubs and stones located southeast of the intersection of NE 125th Street with Lake City Way, in the angle formed by 31st Ave NE curving west to meet Lake City Way. King Country transferred this bite sized park to Seattle Parks and Recreation in 1995 and it currently adds a bit of beauty to the Lake City neighborhood's busy comercial core."
Lake City Mini Park,"Lake City Mini Park is a paved plaza in the commercial core of Lake City. Located near the library and Lake City Community Center, this space connects the neighborhood to shopping and transit."
Lake People Park,"This half-acre of forested land provides views north to downtown Seattle and east to the Cascades. It also preserves a green oasis just blocks from Rainier Ave. S. A flat area at the top of the park includes benches and boulders to sit on and a picnic table. Follow the trails to read interpretive signs that help identify native plants. The park incorporates a walkway and public stairs in the Bradford St. unopened right-of-way, connecting the residential neighborhood at the top of the hill with the Rainier commercial district at the bottom of the hill."
Lake Union Park,"Lake Union Park is a unique urban gem, close to the center of downtown Seattle. The park provides access to green space and the water and celebrates the cultural, maritime, and industrial heritage of the city and region."
Lake Washington Boulevard,"The original boulevard, and also the first to be paved in 1907, was in Washington Park. Interlaken Blvd. was the connection between town and the various boulevards along the lake. Scattered portions to the south were called Lake Washington Blvd. and by 1920 all the sections and boulevards had been connected, and the whole length given the name Washington Blvd."
Lakeridge Park,This park is an urban oasis of forest and running water. It offers the visitor a trip down it's hiking trails to enjoy the natural setting and to retreat from the hustle and bustle of daily life.
Lakeridge Playfield,"This neighborhood playground and playfield has quite a lot to offer! Here can be found slides, regular and baby swings, a whirl, a basketball court, and a baseball field! There are even bathroom facilities here, making this a very comfortable park to hold large events in, or just spend the afternoon relaxing."
Lakeview Park,"Slow down, or you'll miss this combined outlook-boulevard-picnic park at Hillside Drive, just where Lake Washington Boulevard E. begins its decent to Lake Washington. The lookout is planted with peonies backed by a stone wall, and has a good view of the lake and the Cascades. Just to the right of the lookout, a trail leads down to meet the next boulevard loop beneath a magnificent coastal redwood tree."
Lakeview Place,A small and steep slope with trees
Lakewood Playground,"Very nice neighborhood playfield, complete with backstop and dugouts. There is also an adjacent playfield for those who may not be so interested in the game."
Lakewood Triangle,This park is a small walkway with a memorial and stone wall along Lake Washington.
Lambert Place,"This park is a small triangle named for the original donor, Dan Lambert."
Landing Parkway,"Named for its role as an approach route to a boat ramp, the Parkway consists of S. Horton Street between Sierra Place and Lake Washington Blvd."
Lawton Park,"Visitors to Lawton Park can enjoy leisurely strolls down a wide pathway that carries the visitor through hills, woods and grassy lawns. There is also a dirt path that winds its way around maple trees and leads to three old picnic tables, as well as more primitive paths blazed by neighborhood children."
Laurelhurst Playfield,"Laurelhurst Playfield includes ball fields, tennis courts, a children's play area and meadows."
Leschi-Lake Dell Natural Area,"This property is a viewpoint, ravine, and natural area."
Leschi Park,"Leschi Park is a well-manicured, rolling hillside of grass planted with exotic trees and gardens of roses. Pathways follow an undulating terrain to restrooms above. A path to the right leads to a tennis court, and one to the left goes on up to a playground with slides and a sand box. A grassy spot under willows on the east side of Lakeside S. looks out on acres of sailboats and old-time ferry."
Licton Springs Park,"This is a park worth seeing! Rustic, natural qualities arise from the sights and sounds of trickling streams, long grasses waving in the breeze, small ponds, and winding paths through wooded preserves. There is a play area as well as public restrooms, and the park itself is available for weddings and ceremonies."
Lewis Park,Lewis Park is located on the east slope of Beacon Hill at 1120 15th Ave. S. and just south of I-90.
Lincoln Park,"""Lincoln Park is West Seattle's major multi-purpose park - a nose-shaped bluff on Puget Sound just north of the Fauntleroy Ferry Terminal. Switchbacks on the north and gentle trails to the south connect a mile of seawalls, rocky beaches to a bluff of grassy forests and meadows with play and picnic areas galore."" Amazingly diverse for its size, Lincoln includes 4.6 miles of walking paths, 3.9 miles of bike trails, five picnic shelters, acres of playfields, and an outdoor heated saltwater pool and bathhouse"
Linden Orchard Park,"Linden Orchard was formerly the site of an apple orchard. This beautifully landscaped park includes a large lawn, a P-Patch community garden, new fruit trees, edible landscaping, a neighborhood gathering place with benches and a picnic table, interactive features for children's play, and an extraordinarily charming tool shed."
Little Brook Park,"Nearly one acre in size, Little Brook Park is tucked neatly into its home neighborhood and provides a wonderful refuge from the busy hustle and bustle of nearby streets and commercial strip. Featuring a restroom, habitat with lawn and trees, and multiple benches and picnic tables, this is the perfect spot for a family outing. The park's central feature is the extensive play are with equipment suitable for kids of all ages including an infant maze and toddler section."
Llandover Woods Greenspace,"Several beautiful gravel-surfaced trails wind their way through dense northwest forest; it's often so quiet you can hear a leaf drop. One trail provides a narrow view of the Olympic range. Visitors to the park are bound to see hikers, joggers, and people walking dogs or taking in the fresh air."
Lowman Beach Park,"Lowman Beach is small, but like beaches everywhere, it has some surprises...it includes about 300 feet of rocky, saltwater shoreline a few blocks north of Lincoln Park. Above the beach is an acre of grass with tennis courts, swings...view of the Olympics, Alki Point, and Williams Point spread out in three directions. (Excerpt from Enjoying Seattle's Parks by Brandt Morgan.)"
Longfellow Creek Natural Area,"This greenspace provides trails, bridges, and great views of natural areas and native plants."
Loyal Heights Playfield,"Loyal Heights Playfield, adjacent to Loyal Heights Community Center, includes ballfields, and a children's play area."
Lynn Street Mini Park,"This is a tiny but cool little waterfront park that features a hand-painted, tile-decorated bench, little dock area for getting close to the water, and views of Queen Anne hill and Westlake Avenue. This park also has an interpretive sign with some historical information posted as well."
MacLean Park,"At Taylor Avenue N and Newton Street, this park includes a viewpoint at the top overlooking Lake Union and the Cascade Mountains, and a grass meadow below."
Madison Park,"Madison Park is a lovely grassy park on the shores of Lake Washington, south of the Evergreen Point Bridge. The park features a bathhouse and swimming beach that is patrolled by lifeguards during the summer."
Madison Park North Beach,"Madison Park North Beach is located on Lake Washington, at the intersection of East Lynn Street and 43rd Avenue East. The park is one block north of Madison Park swim beach. The park is a long relatively narrow strip of grass with a view of Lake Washington. The park slopes downward from the sidewalk to the lake and there is a swing set and several benches."
Madrona Briar Patch,Madrona Briar Patch is a brushy walkway between Madrona Drive and Grand Avenue.
Madrona Park,"Madrona Park and Beach is located on the waterfront on Lake Washington. The park include a wooded hillside that slopes down to a grassy beach and swimming area, where lifeguards are on duty in the summer. It also features a jogging path along Lake Washington and picnic areas. Madrona Dance Studio is in the south part of the park."
Madrona Playground,"Nestled in a dense residential neighborhood, this park and playground provide recreation space for the neighborhood and adjacent Madrona K-8 School. The shelter house is also well used by the community."
Madrona Ravine,"Named for the neighborhood and its madrona tree groves, this park is a small natural area that connects to Madrona Park. Densley wooded slopes, a creek, and even a small waterfall delight those who venture on the short hikes thought this space. A visit here will briefly transport you out of the city and into the woods!"
Magnolia Boulevard,Magnolia Boulevard is a long strip of green space that runs along the road that shares the name. Walk along this path for stunning views of the Puget Sound and territories!
Magnolia Greenbelt,"Named for the neighborhood, this space is a natural area."
Magnolia Manor Park,"Magnolia Manor Park is located in the Magnolia neighborhood of Seattle, with entrances at 3500 28th Ave W."
Magnolia Park,Magnolia Park is on the Magnolia Bluff with a magnificent view of Puget Sound and many beautiful trees. A great place to picnic.
Magnolia Playfield,"Magnolia Playfield stretches for several city blocks and includes or is adjacent to Magnolia Community Center, Blaine Elementary School and Mounger Pool. The playfields are well used for football, softball and soccer."
Magnolia Tidelands Park,This park comprises the tidelands area below Magnolia Bluff.
Magnuson Park,"It's a walk in the park--literally! At Warren G. Magnuson Park, you'll find more than four miles of walking trails along the shores of Lake Washington, grassy fields, evergreen and deciduous trees and brush, and captivating public art installations."
Maple Leaf Reservoir Park,"The 16 acres of park land will provides a neighborhood park for Northeast Seattle. The design theme ""Wind, Waves and Wings"" was inspired by a community vision."
Maple School Ravine,"This linear natural area at the south end of Beacon Hill includes about 15 acres of publicly owned property. It is the wooded hillside several blocks east of Cleveland High School, and just west of the historic Comet Lodge Cemetery."
Maple Wood Playfield,"This is a busy neighborhood park on a sunny day! There are two baseball fields with backstops, a play area with slides and climbing features, swings, whirl, large open green space, and complete with bathroom facilities."
Marra-Desimone Park,"This very cool neighborhood park features a mini-farm and garden, a very nice trickling stream, and there is a pathway that leads to a small grassy hill at the rear of the park that is perfect for listening to the sounds of trickling water and singing birds on a sunny day."
Marshall Park,"Right across the street from Parsons Garden, this tiny green oasis offers three benches, a friendly tree, and a view of the sound. The spot includes a memorial to Betty Bowen, a well-loved matron of the arts."
Martha Washington Park,"Martha Washington Park is a beautiful expanse of green lawn, trees, and waterfront - a great place to bring your picnic blanket and frisbee. On a clear day, you can catch a glimpse of Mount Rainier as you lounge under a tree and look out over Lake Washington."
Martin Luther King JR Memorial Park,"The Martin Luther King, Jr. Memorial Park is a four-and-a-half acre City of Seattle park on the east side of Martin Luther King, Jr. Way, between South Walker and South Bayview Streets. The park is designed around a black granite 'mountain' — a dramatic, thirty-foot sculpture inspired by the civil rights leader's ""I've Been to the Mountaintop"" speech, made the day before he was assassinated in 1968."
Marvin's Garden,"Marvin's Garden is a tiny, quiet oasis across the street from Bergen Place Park in Ballard. Its five benches on a stone-embedded concrete patio are surrounded by cedar trees, shrubbery, and flowers in planters. It is also the site of the red brick Ballard Centennial Bell Tower, created to hold the old Ballard City Hall bell at the site where the City Hall stood, and to mark the Ballard Avenue Historic District. Note the inlaid compass in the floor of the bell tower."
Matthews Beach Park,Matthews Beach is Seattle’s largest freshwater bathing beach.
Mayfair Park,"Go three blocks east from the southeast corner of Rodgers Park to find this street-end knoll, cleverly converted into a tiny park. It has a central play area, with a drinking fountain and benches conveniently placed so you can watch your children climb, slide and crawl. (Excerpt from ""Enjoying Seattle's Parks"" by Brandt Morgan)"
McGilvra Boulevard,"This is a green space along the road by the same name. McGilvra Blvd. was named to honor Judge J.J. McGilvra whose home site was on the lakeshore at Madison St., known then as ""Laurel St."", which is now part of Madison Park."
McGilvra Place,"McGilvra Place is a small, tree-shaded triangle at the intersection of E. Madison St., E. Pike St. and 15th Ave."
McGraw Square,"McGraw Square was acquired by the City in 1911 ""for a public square"" and designated as a Landmark in 1985. Since 2011, it has been managed and maintained by Seattle Department of Transportation (SDOT). For event permitting of McGraw Square, please contact SDOT at www.seattle.gov/transportation/stuse_vend.htm or 206-684-5267."
Meadowbrook Playfield,"Located near Nathan Hale High School, and Meadowbrook Community Center and pool, Meadowbrook Playfield includes playfields, lighted tennis courts, a children's play area, and meadows."
Me-Kwa-Mooks Natural Area,The Me-Kwa-Mooks Natural Area extends both north and south of Me-Kwa-Mooks Park in West Seattle.
Me-Kwa-Mooks Park,"Me-Kwa-Mooks Park is across the street from the Emma Schmitz Memorial Overlook and immediately south of Me-Kwa-Mooks Natural Area. Picnic tables are set up on the lawn at the park entry (on Beach Dr. SW between SW Genesee and SW Oregon St.). Most of the park stretches up the hillside and extends north and farther south on land that is largely undeveloped. The dense trees provide habitat for many birds, including screech owls."
Meridian Playground,"Meridian Playground is a quiet neighborhood park. It contains a large grassy area for any open activities, a play area and a gazebo near the shelter."
Miller Playfield,"Miller Playfield is located next to the Miller Community Center and has space for soccer, baseball, softball, a nice play area, and a beautiful spraypark fountain for cooling off in the summer."
Miller Triangle,"This space is a narrow triangle of land across E Thomas St from Miller Playground, and running between E Thomas and E John streets from 20th Ave E to 21st Ave E."
Mineral Springs Park,"Mineral Springs Park, along the southern edge of Northgate Way between N 105th and N 107th, occupies land formerly occupied by homes and small farms. Many of the remaining landscaping features suggest the park's history, such as stone walls, steps, small ponds, and exotic plants."
Mock Creek Ravine,"Park features dense undergrowth, a trickling stream, and a birdhouse."
Montlake Boulevard,This park space is the green planted center strips along Montlake Boulevard.
Montlake Playfield,"Located adjacent to Montlake Community Center, Montlake playfield includes a children’s play area, playfields, and tennis courts."
Morgan Junction,"A great small park with benches and landscaped walkway, this space is a perfect place to rest."
Mount Baker Boulevard,"This park was originally created and named by the Mount Baker Tract Improvement Company, which platted their real estate development in the area as the Mount Baker Park Addition. They promoted the area for its sweeping views from Mount Baker to Mount Rainier. This park is a narrow, winding greenway along the road by the same name."
Mount Baker Park,"Mount Baker Park is a gentle ravine boulevard sloping down to Colman Park and the Mount Baker Bathing Beach on Lake Washington…Local residents picnic and play tennis here, or set the kids loose in a small playground in the southwest corner. Others stroll down a wide pathway—under maples, mountain ash, and chestnut trees—to Lake Washington Boulevard and the beach. Restrooms are located partway down the path. The northernmost end of the park is the starting point for Bicycle Sunday."
Mount Claire Park,"Named for the adjacent Mt Claire Drive, located at Mt Claire Dr S and Shoreland Dr S., this is a natural area."
Mt Baker Ridge Viewpoint,"A very cool viewpoint, this park offers sweeping views of downtown, Puget Sound, and the Olympics to the west"
Myrtle Edwards Park,"Myrtle Edwards Park has a 1.25-mile winding bike and pedestrian paths along Elliott Bay, fantastic views of the Olympics Mountains, Mount Rainier, and Puget Sound, easy access from downtown and easy connection to bike paths to Magnolia."
Myrtle Reservoir,This park includes an open grass field on top of the lidded reservoir for informal play with a pathway circling the field and ADA accessible pathways. The children's play area features open toy structures to enhance visibility and provide for better security. A viewing plaza north of the lid includes an interpretive element indicating High Point's elevation as well as that of other prominent hills on the Seattle skyline.
Nantes Park,"This small neighborhood park offers some benches and a short walking path, some big trees, and a lawn area perfect for picnics or lounging."
Nathan Hale Playfield,"Named for the adjacent high school, this sports field has a track and soccer options."
NE 60th Street Park,"No parks sign, but this little strip features a sidewalk and a couple of slender green areas with vegetation obscuring the sound wall for the interstate. If you follow the sidewalk northward around the bend, it ends at a ""Community Orchard"" on a strip owned by SDOT."
Nora's Woods,"This is a great little neighborhood park occupying a small space with a wonderful forest, plants, many benches as well as nice walking paths up and down the gently sloping hillside."
North Beach Park,"This wooded ravine is in northwest Seattle. It is located between 28th and 30th Avenues NW, and includes a mix of private and public ownership, primarily between NW 90th and NW 92nd Streets."
North Passage Point,"This little park and it's South Passage sister directly across the channel, sit between the pillars of the Freeway Bridge on the water passage between Lake Union and Portage Bay. Finished in 1977, it offers two small picnic on the grass, and several benches on a concrete bulkhead at the water's edge."
Northacres Park,"Northacres Park is located between N 130th and the Freeway. It's surrounded with a forest of fir and contains a small forest behind picnic area. Facilities include 2 ballfields, a play area for children renovated in 2012, a dog off-leash area, and a spraypark."
Northeast Queen Anne Greenbelt,"NE Queen Anne Greenbelt offers trail access and features benches, a great view to the East, the Cascades and Lake Union, and offers the perfect spot to watch the seaplanes arrive and depart."
Northgate Park,"Northgate Park is located adjacent to the new Northgate Community Center and the Northgate Branch of the Seattle Public Library. The park includes a play area, Courtyard and plaza."
Northlake Park,"The 7th Avenue NE Street End is not on 7th Avenue or a street end. The property is part waterway, part street right-of-way for NE Northlake Way. The site is located on the southwest edge of the University District, between I-5 and the University bridge, at the intersection of Lake Union Waterway 14 and NE Northlake Way, and across the street from the terminus of 7th Avenue NE. The upland portion of the waterway is owned by the Washington State Department of Natural Resources and the remainder of the property is street right-of-way owned by Seattle Department of Transportation. The property was included as part of the 2000 Pro Parks Levy to “Develop park at 7th Ave NE street end at Lake Union.”"
Northwest 60th Viewpoint,"This tiny park has a big view. NW 60th Street Viewpoint comprises two benches, a boulder, and a low wood-post fence on a patch of lawn above Shilshole Bay. The park offers views of Magnolia Bluff, the Olympic Mountains, Bainbridge Island, and Puget Sound. The sound of passing trains on the tracks across the street completes the ambience."
Observatory Courts,This small park contains two tennis courts near a firehouse and the old Queen Anne observatory/water tower.
Occidental Square,"Occidental Park is in the heart of the historic Pioneer Square district. London Plane trees provide shade; park furniture and nearby outdoor cafe areas provide places to relax; and bocce courts and ping pong tables allow for some easy-going recreation. Neighboring small businesses include bookstores, art galleries, boutiques, and a variety of other unique shops and eateries."
Olympic Sculpture Park,"The Olympic Sculpture Park transforms a nine-acre industrial site into open and vibrant green space for art. This new waterfront park gives Seattle residents and visitors the opportunity to experience a variety of sculpture in an outdoor setting, while enjoying the incredible views and beauty of the Olympic Mountains and Puget Sound. Admission is free."
Open Water Park,This park space is tidelands running from Elliott Bay Marina to Pier 91.
Orchard Street Ravine,This natural area features a very secluded trailhead that leads to a short but scenic walking path.
Othello Playground,"Othello Park is a nicely designed park, spacious spot near Holly Park. It contains a play area for children, basketball courts, open meadow, and a nice short walking path."
