Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,American Indian/Alaska Native,,"Indianapolis (Marion County), IN","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",MCPHD Death Certificate data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,,"Indianapolis (Marion County), IN","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",MCPHD Death Certificate data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,949.8,"Indianapolis (Marion County), IN","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",MCPHD Death Certificate data,,,,,904.9,996.4
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,463.7,"Kansas City, MO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,418.1,"Indianapolis (Marion County), IN","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",MCPHD Death Certificate data,,,,,314.4,549.0
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,771.8,"Indianapolis (Marion County), IN","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",MCPHD Death Certificate data,,,,,749.9,794.2
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,667.8,"Indianapolis (Marion County), IN","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",MCPHD Death Certificate data,,,,,645.1,691.1
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,978.5,"Indianapolis (Marion County), IN","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",MCPHD Death Certificate data,,,,,945.1,1012.9
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,747.7,"Seattle, WA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990_2014, August 2015.",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,522.2,"Seattle, WA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990_2014, August 2015.",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,285.5,"Los Angeles, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",Does not include Pacific Islander,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,706.8,"Denver, CO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,873.0,"Denver, CO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,764.8,"Denver, CO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,670.2,"Denver, CO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,American Indian/Alaska Native,1065.9,"Seattle, WA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990_2014, August 2015.",,American Indian alone,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,621.8,"Seattle, WA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990_2014, August 2015.",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,582.3,"Denver, CO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,859.9,"Denver, CO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,431.2,"Boston, MA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,139.4,"Boston, MA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,1382.4,"Cleveland, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,737.4,"Boston, MA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,1134.9,"Philadelphia, PA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Vital Statistics,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,748.6,"Philadelphia, PA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Vital Statistics,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,874.1,"Philadelphia, PA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Vital Statistics,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,741.6,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,726.9,756.2
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,783.4,"Chicago, IL","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,474.4,"Chicago, IL","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,1021.6,"Chicago, IL","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,531.5,"Chicago, IL","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,722.2,"Chicago, IL","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,640.8,"Chicago, IL","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,974.4,"Chicago, IL","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,752.3,"Kansas City, MO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,686.1,"Kansas City, MO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,980.7,"Kansas City, MO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,1055.4,"Cleveland, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,688.7,"Philadelphia, PA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Vital Statistics,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,1045.9,"Philadelphia, PA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Vital Statistics,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,418.3,"Philadelphia, PA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Vital Statistics,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,537.0,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,526.2,547.8
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,670.8,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,659.6,682.0
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,526.9,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,506.6,547.1
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,911.7,"Philadelphia, PA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Vital Statistics,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,813.3,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,758.5,868.0
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,433.5,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,410.2,456.9
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,American Indian/Alaska Native,871.9,"San Diego County, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 12, 2018","All data was pulled using the CDC WONDER mortality online query system for the specified ICD10 codes.The populations used to calculate standard age-adjusted rates are documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.""The method used to calculate age-adjusted rates is documented here: More information:""http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.""",,,,706.9,1036.9
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,American Indian/Alaska Native,457.5,"Los Angeles, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",American Indian alone,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,355.5,"Los Angeles, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,755.9,"Long Beach, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Source: California Electronic Death Registration System (CA-EDRS), as of April 1, 2016.  Includes immediate cause of death and contributing causes of death.   Includes records for which Long Beach was recorded on the death certificate as the decedents city of residence.  Duplicate records due to revisions to the death certificate are not included.  ICD-10 codes were not included in the dataset; algorithms were written to match key words from cause of death to the corresponding ICD-10 diagnosis.",,Deaths for which cause was listed as deferred for review by a coroner or for which cause was missing are not included.  Counts from which rates are derived are subject to change due to late reporting or revisions to the cause of death.,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,421.9,"Los Angeles, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,299.7,"Los Angeles, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,1087.9,"Cleveland, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,224.7,"Los Angeles, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,368.7,"Los Angeles, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,662.5,"Long Beach, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Source: California Electronic Death Registration System (CA-EDRS), as of April 1, 2016.  Includes immediate cause of death and contributing causes of death.   Includes records for which Long Beach was recorded on the death certificate as the decedents city of residence.  Duplicate records due to revisions to the death certificate are not included.  ICD-10 codes were not included in the dataset; algorithms were written to match key words from cause of death to the corresponding ICD-10 diagnosis.",,Deaths for which cause was listed as deferred for review by a coroner or for which cause was missing are not included.  Counts from which rates are derived are subject to change due to late reporting or revisions to the cause of death.,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,944.2,"Los Angeles, CA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,779.2,"Fort Worth (Tarrant County), TX","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,954.6,"Fort Worth (Tarrant County), TX","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,585.6,"Fort Worth (Tarrant County), TX","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,540.7,"Fort Worth (Tarrant County), TX","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,938.6,"Columbus, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,912.1,965.2
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,611.0,"Columbus, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,450.5,810.1
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,820.1,"Fort Worth (Tarrant County), TX","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,1049.8,"Cleveland, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,1010.9,"Cleveland, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,1334.4,"Cleveland, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,1007.6,"Cleveland, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,1095.7,"Cleveland, OH","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,664.2,"Denver, CO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,559.2,"Denver, CO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,835.5,"Denver, CO","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population",,,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,690.3,"Boston, MA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Asian/PI,382.8,"Boston, MA","All deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
