Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Demographics,Total Population (People),2015,Both,All,1982498.0,"Fort Worth (Tarrant County), TX","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 48439 was used to isolate data for Fort Worth (Tarrant County), TX.",,,,
Demographics,Total Population (People),2015,Both,All,2298628.0,"Houston, TX","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 4835000 was used to isolate data for Houston, TX.",,,,
Demographics,Total Population (People),2015,Both,All,939020.0,"Indianapolis (Marion County), IN","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,,,,,
Demographics,Total Population (People),2015,Both,All,475361.0,"Kansas City, MO","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 2938000 was used to isolate data for Kansas City, MO.",,,,
Demographics,Total Population (People),2015,Both,All,2114801.0,"Las Vegas (Clark County), NV","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 32003 was used to isolate data for Las Vegas (Clark County), NV.",,,,
Demographics,Total Population (People),2015,Both,All,474172.0,"Long Beach, CA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 0643000 was used to isolate data for Long Beach, CA.",,,,
Demographics,Total Population (People),2015,Both,All,3971896.0,"Los Angeles, CA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 0644000 was used to isolate data for Los Angeles, CA.",,,,
Demographics,Total Population (People),2015,Both,All,2693117.0,"Miami (Miami-Dade County), FL","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",,,,
Demographics,Total Population (People),2015,Both,All,410935.0,"Minneapolis, MN","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 2743000 was used to isolate data for Minneapolis, MN.",,,,
Demographics,Total Population (People),2015,Both,All,8550405.0,"New York City, NY","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 3651000 was used to isolate data for New York City, NY.",,,,
Demographics,Total Population (People),2015,Both,All,419278.0,"Oakland (Alameda County), CA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 0653000 was used to isolate data for Oakland, CA.",,,,
Demographics,Total Population (People),2015,Both,All,1567442.0,"Philadelphia, PA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 4260000 was used to isolate data for Philadelphia, PA.",,,,
Demographics,Total Population (People),2015,Both,All,1563001.0,"Phoenix, AZ","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",,,,
Demographics,Total Population (People),2015,Both,All,1469824.0,"San Antonio, TX","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 4865000 was used to isolate data for San Antonio, TX.",,,,
Demographics,Total Population (People),2015,Both,All,3299521.0,"San Diego County, CA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",,,,
Demographics,Total Population (People),2015,Both,All,864816.0,"San Francisco, CA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 0667000 was used to isolate data for San Francisco, CA.",,,,
Demographics,Total Population (People),2015,Both,All,1026919.0,"San Jose, CA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 0668000 was used to isolate data for San Jose, CA.",,,,
Demographics,Total Population (People),2015,Both,All,684443.0,"Seattle, WA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 5363000 was used to isolate data for Seattle, WA.",,,,
Demographics,Total Population (People),2015,Both,All,321418821.0,"U.S. Total, U.S. Total","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,,,,,
Demographics,Total Population (People),2015,Both,All,672228.0,"Washington, DC","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 1150000 was used to isolate data for Washington, DC.",,,,
Demographics,Total Population (People),2016,Both,All,1492494.0,"San Antonio, TX","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 4865000 was used to isolate data for San Antonio, TX.",,,,
Demographics,Total Population (People),2016,Both,All,2712945.0,"Miami (Miami-Dade County), FL","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",,,,
Demographics,Total Population (People),2016,Both,All,3976324.0,"Los Angeles, CA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 0644000 was used to isolate data for Los Angeles, CA.",,,,
Demographics,Total Population (People),2016,Both,All,470140.0,"Long Beach, CA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 0643000 was used to isolate data for Long Beach, CA.",,,,
Demographics,Total Population (People),2016,Both,All,323127515.0,"U.S. Total, U.S. Total","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,,,,,
Demographics,Total Population (People),2016,Both,All,3317749.0,"San Diego County, CA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",,,,
Demographics,Total Population (People),2016,Both,All,2155664.0,"Las Vegas (Clark County), NV","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 32003 was used to isolate data for Las Vegas (Clark County), NV.",,,,
Demographics,Total Population (People),2016,Both,All,481360.0,"Kansas City, MO","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 2938000 was used to isolate data for Kansas City, MO.",,,,
Demographics,Total Population (People),2016,Both,All,941229.0,"Indianapolis (Marion County), IN","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,,,,,
Demographics,Total Population (People),2016,Both,All,672840.0,"Boston, MA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 2507000 was used to isolate data for Boston, MA.",,,,
Demographics,Total Population (People),2016,Both,All,870887.0,"San Francisco, CA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 0667000 was used to isolate data for San Francisco, CA.",,,,
Demographics,Total Population (People),2016,Both,All,2304388.0,"Houston, TX","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 4835000 was used to isolate data for Houston, TX.",,,,
Demographics,Total Population (People),2016,Both,All,2016872.0,"Fort Worth (Tarrant County), TX","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 48439 was used to isolate data for Fort Worth (Tarrant County), TX.",,,,
Demographics,Total Population (People),2016,Both,All,672829.0,"Detroit, MI","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 2622000 was used to isolate data for Detroit, MI.",,,,
Demographics,Total Population (People),2016,Both,All,614664.0,"Baltimore, MD","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 2404000 was used to isolate data for Baltimore, MD.",,,,
Demographics,Total Population (People),2016,Both,All,1025373.0,"San Jose, CA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 0668000 was used to isolate data for San Jose, CA.",,,,
Demographics,Total Population (People),2016,Both,All,693060.0,"Denver, CO","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 0820000 was used to isolate data for Denver, CO.",,,,
Demographics,Total Population (People),2016,Both,All,2574984.0,"Dallas, TX","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 48113 was used to isolate data for Dallas county, TX.",,,,
Demographics,Total Population (People),2016,Both,All,1264518.0,"Columbus, OH","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,,,,,
Demographics,Total Population (People),2016,Both,All,1199323.0,"Austin, TX","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,,,,,
Demographics,Total Population (People),2016,Both,All,704358.0,"Seattle, WA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 5363000 was used to isolate data for Seattle, WA.",,,,
Demographics,Total Population (People),2016,Both,All,385810.0,"Cleveland, OH","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 3916000 was used to isolate data for Cleveland, OH.",,,,
Demographics,Total Population (People),2016,Both,All,2704965.0,"Chicago, IL","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"Place=Chicago was used to isolate American Community Survey data for Chicago, IL on American Factfinder.",,,,
Demographics,Total Population (People),2016,Both,All,1054835.0,"Charlotte, NC","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,,,,,
Demographics,Total Population (People),2016,Both,All,1615041.0,"Phoenix, AZ","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",,,,
Demographics,Total Population (People),2016,Both,All,1567872.0,"Philadelphia, PA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 4260000 was used to isolate data for Philadelphia, PA.",,,,
Demographics,Total Population (People),2016,Both,All,799766.0,"Portland (Multnomah County), OR","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 41051 was used to isolate data for Portland (Multnomah County), OR.",,,,
Demographics,Total Population (People),2016,Both,All,419987.0,"Oakland (Alameda County), CA","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 0653000 was used to isolate data for Oakland, CA.",,,,
Demographics,Total Population (People),2016,Both,All,8537673.0,"New York City, NY","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 3651000 was used to isolate data for New York City, NY.",,,,
Demographics,Total Population (People),2016,Both,All,413645.0,"Minneapolis, MN","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 2743000 was used to isolate data for Minneapolis, MN.",,,,
Demographics,Total Population (People),2016,Both,All,681170.0,"Washington, DC","Total population using US Census Bureau, American Community Survey 1-year estimates or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID DP05 - Demographic and Housing Estimates",,"FIPS code 1150000 was used to isolate data for Washington, DC.",,,,
