Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Social and Economic Factors,Percent Unemployed,2012,Both,Asian/PI,7.1,"U.S. Total, U.S. Total","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,Asian alone,6.9,7.3,,
Social and Economic Factors,Percent Unemployed,2012,Both,All,13.7,"Chicago, IL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Place=Chicago was used to isolate American Community Survey data for Chicago, IL on American Factfinder.",13.3,14.1,,
Social and Economic Factors,Percent Unemployed,2012,Both,Asian/PI,6.4,"Chicago, IL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; Place=Chicago was used to isolate American Community Survey data for Chicago, IL on American Factfinder.",5.1,7.7,,
Social and Economic Factors,Percent Unemployed,2012,Both,Black,26.8,"Chicago, IL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Place=Chicago was used to isolate American Community Survey data for Chicago, IL on American Factfinder.",25.7,27.9,,
Social and Economic Factors,Percent Unemployed,2012,Both,Hispanic,12.5,"Chicago, IL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Place=Chicago was used to isolate American Community Survey data for Chicago, IL on American Factfinder.",11.5,13.5,,
Social and Economic Factors,Percent Unemployed,2012,Both,Multiracial,14.3,"Chicago, IL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Place=Chicago was used to isolate American Community Survey data for Chicago, IL on American Factfinder.",10.2,18.4,,
Social and Economic Factors,Percent Unemployed,2012,Both,Multiracial,10.3,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",7.5,13.1,,
Social and Economic Factors,Percent Unemployed,2012,Both,Hispanic,12.2,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",11.2,13.2,,
Social and Economic Factors,Percent Unemployed,2012,Both,Black,14.0,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",11.2,16.8,,
Social and Economic Factors,Percent Unemployed,2012,Both,Asian/PI,7.3,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 06073 was used to isolate data for San Diego County, CA.",6.2,8.4,,
Social and Economic Factors,Percent Unemployed,2012,Both,American Indian/Alaska Native,12.0,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",5.9,18.1,,
Social and Economic Factors,Percent Unemployed,2012,Both,All,9.6,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",9.2,10.0,,
Social and Economic Factors,Percent Unemployed,2012,Male,All,8.0,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 4865000 was used to isolate data for San Antonio, TX.",6.9,9.1,,
Social and Economic Factors,Percent Unemployed,2012,Female,All,7.9,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 4865000 was used to isolate data for San Antonio, TX.",7.1,8.7,,
Social and Economic Factors,Percent Unemployed,2012,Both,All,7.6,"Fort Worth (Tarrant County), TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 48439 was used to isolate data for Fort Worth (Tarrant County), TX.",7.1,8.1,,
Social and Economic Factors,Percent Unemployed,2012,Both,Asian/PI,4.3,"Fort Worth (Tarrant County), TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 48439 was used to isolate data for Fort Worth (Tarrant County), TX.",2.9,5.7,,
Social and Economic Factors,Percent Unemployed,2012,Both,Black,13.7,"Fort Worth (Tarrant County), TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 48439 was used to isolate data for Fort Worth (Tarrant County), TX.",11.8,15.6,,
Social and Economic Factors,Percent Unemployed,2012,Both,Hispanic,7.0,"Fort Worth (Tarrant County), TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 48439 was used to isolate data for Fort Worth (Tarrant County), TX.",6.0,8.0,,
Social and Economic Factors,Percent Unemployed,2012,Both,Multiracial,8.8,"Fort Worth (Tarrant County), TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 48439 was used to isolate data for Fort Worth (Tarrant County), TX.",5.7,11.9,,
Social and Economic Factors,Percent Unemployed,2012,Both,White,6.4,"Fort Worth (Tarrant County), TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 48439 was used to isolate data for Fort Worth (Tarrant County), TX.",5.8,7.0,,
Social and Economic Factors,Percent Unemployed,2012,Female,All,7.9,"Fort Worth (Tarrant County), TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 48439 was used to isolate data for Fort Worth (Tarrant County), TX.",7.1,8.7,,
Social and Economic Factors,Percent Unemployed,2012,Male,All,6.3,"Fort Worth (Tarrant County), TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 48439 was used to isolate data for Fort Worth (Tarrant County), TX.",5.6,7.0,,
Social and Economic Factors,Percent Unemployed,2012,Both,White,6.4,"Chicago, IL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Place=Chicago was used to isolate American Community Survey data for Chicago, IL on American Factfinder.",5.9,6.9,,
Social and Economic Factors,Percent Unemployed,2012,Female,All,13.1,"Chicago, IL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; Place=Chicago was used to isolate American Community Survey data for Chicago, IL on American Factfinder.",12.5,13.7,,
Social and Economic Factors,Percent Unemployed,2012,Male,All,12.1,"Chicago, IL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; Place=Chicago was used to isolate American Community Survey data for Chicago, IL on American Factfinder.",11.5,12.7,,
Social and Economic Factors,Percent Unemployed,2012,Both,All,15.5,"Baltimore, MD","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2404000 was used to isolate data for Baltimore, MD.",14.4,16.6,,
Social and Economic Factors,Percent Unemployed,2012,Both,Asian/PI,5.0,"Baltimore, MD","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 2404000 was used to isolate data for Baltimore, MD.",0.7,9.3,,
Social and Economic Factors,Percent Unemployed,2012,Both,Black,21.1,"Baltimore, MD","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2404000 was used to isolate data for Baltimore, MD.",19.3,22.9,,
Social and Economic Factors,Percent Unemployed,2012,Both,Hispanic,10.8,"Baltimore, MD","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2404000 was used to isolate data for Baltimore, MD.",5.3,16.3,,
Social and Economic Factors,Percent Unemployed,2012,Female,All,10.1,"Washington, DC","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 1150000 was used to isolate data for Washington, DC.",8.8,11.4,,
Social and Economic Factors,Percent Unemployed,2012,Both,White,6.1,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4865000 was used to isolate data for San Antonio, TX.",5.1,7.1,,
Social and Economic Factors,Percent Unemployed,2012,Both,Multiracial,16.9,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4865000 was used to isolate data for San Antonio, TX.",9.5,24.3,,
Social and Economic Factors,Percent Unemployed,2012,Both,Hispanic,9.6,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4865000 was used to isolate data for San Antonio, TX.",8.7,10.5,,
Social and Economic Factors,Percent Unemployed,2012,Both,Black,13.6,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4865000 was used to isolate data for San Antonio, TX.",10.4,16.8,,
Social and Economic Factors,Percent Unemployed,2012,Both,Asian/PI,4.9,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 4865000 was used to isolate data for San Antonio, TX.",1.6,8.2,,
Social and Economic Factors,Percent Unemployed,2012,Both,American Indian/Alaska Native,13.0,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4865000 was used to isolate data for San Antonio, TX.",5.9,20.1,,
Social and Economic Factors,Percent Unemployed,2012,Both,All,8.9,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4865000 was used to isolate data for San Antonio, TX.",8.1,9.7,,
Social and Economic Factors,Percent Unemployed,2012,Male,All,9.3,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0455000 was used to isolate data for Phoenix, AZ.",8.6,10.0,,
Social and Economic Factors,Percent Unemployed,2012,Both,All,9.7,"Houston, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4835000 was used to isolate data for Houston, TX.",9.2,10.2,,
Social and Economic Factors,Percent Unemployed,2012,Both,Asian/PI,6.8,"Houston, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 4835000 was used to isolate data for Houston, TX.",5.0,8.6,,
Social and Economic Factors,Percent Unemployed,2012,Both,Black,18.1,"Houston, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4835000 was used to isolate data for Houston, TX.",16.4,19.8,,
Social and Economic Factors,Percent Unemployed,2012,Both,Hispanic,8.5,"Houston, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4835000 was used to isolate data for Houston, TX.",7.7,9.3,,
Social and Economic Factors,Percent Unemployed,2012,Both,Multiracial,8.5,"Houston, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4835000 was used to isolate data for Houston, TX.",4.8,12.2,,
Social and Economic Factors,Percent Unemployed,2012,Both,White,5.8,"Houston, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4835000 was used to isolate data for Houston, TX.",5.1,6.5,,
Social and Economic Factors,Percent Unemployed,2012,Female,All,10.3,"Houston, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 4835000 was used to isolate data for Houston, TX.",9.3,11.3,,
Social and Economic Factors,Percent Unemployed,2012,Male,All,8.1,"Houston, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 4835000 was used to isolate data for Houston, TX.",7.3,8.9,,
Social and Economic Factors,Percent Unemployed,2012,Both,White,3.6,"Washington, DC","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 1150000 was used to isolate data for Washington, DC.",2.7,4.5,,
Social and Economic Factors,Percent Unemployed,2012,Both,Hispanic,8.6,"Washington, DC","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 1150000 was used to isolate data for Washington, DC.",5.4,11.8,,
Social and Economic Factors,Percent Unemployed,2012,Both,Black,19.6,"Washington, DC","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 1150000 was used to isolate data for Washington, DC.",17.6,21.6,,
Social and Economic Factors,Percent Unemployed,2012,Both,American Indian/Alaska Native,15.9,"U.S. Total, U.S. Total","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,,15.4,16.4,,
Social and Economic Factors,Percent Unemployed,2012,Both,All,9.4,"U.S. Total, U.S. Total","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,,9.3,9.5,,
Social and Economic Factors,Percent Unemployed,2012,Male,All,5.4,"Seattle, WA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 5363000 was used to isolate data for Seattle, WA.",4.5,6.3,,
Social and Economic Factors,Percent Unemployed,2012,Female,All,5.6,"Seattle, WA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 5363000 was used to isolate data for Seattle, WA.",4.5,6.7,,
Social and Economic Factors,Percent Unemployed,2012,Both,White,5.2,"Seattle, WA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 5363000 was used to isolate data for Seattle, WA.",4.4,6.0,,
Social and Economic Factors,Percent Unemployed,2012,Female,All,8.6,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0455000 was used to isolate data for Phoenix, AZ.",7.7,9.5,,
Social and Economic Factors,Percent Unemployed,2012,Both,White,7.7,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",7.0,8.4,,
Social and Economic Factors,Percent Unemployed,2012,Both,Multiracial,9.6,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",6.4,12.8,,
Social and Economic Factors,Percent Unemployed,2012,Both,Hispanic,10.9,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",9.8,12.0,,
Social and Economic Factors,Percent Unemployed,2012,Both,Black,18.1,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",14.8,21.4,,
Social and Economic Factors,Percent Unemployed,2012,Both,Asian/PI,8.2,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 0455000 was used to isolate data for Phoenix, AZ.",5.6,10.8,,
Social and Economic Factors,Percent Unemployed,2012,Both,American Indian/Alaska Native,19.6,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",12.4,26.8,,
Social and Economic Factors,Percent Unemployed,2012,Both,All,9.7,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",9.1,10.3,,
Social and Economic Factors,Percent Unemployed,2012,Both,All,9.8,"Kansas City, MO","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2938000 was used to isolate data for Kansas City, MO.",9.0,10.6,,
Social and Economic Factors,Percent Unemployed,2012,Both,Black,15.9,"Kansas City, MO","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2938000 was used to isolate data for Kansas City, MO.",13.6,18.2,,
Social and Economic Factors,Percent Unemployed,2012,Both,Hispanic,14.2,"Kansas City, MO","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2938000 was used to isolate data for Kansas City, MO.",11.1,17.3,,
Social and Economic Factors,Percent Unemployed,2013,Both,Hispanic,10.9,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2507000 was used to isolate data for Boston, MA.",8.8,13.0,,
Social and Economic Factors,Percent Unemployed,2013,Both,Hispanic,7.3,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2743000 was used to isolate data for Minneapolis, MN.",4.0,10.6,,
Social and Economic Factors,Percent Unemployed,2013,Both,Multiracial,12.3,"U.S. Total, U.S. Total","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,,12.0,12.6,,
Social and Economic Factors,Percent Unemployed,2013,Both,All,11.1,"Baltimore, MD","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2404000 was used to isolate data for Baltimore, MD.",10.2,12.0,,
Social and Economic Factors,Percent Unemployed,2013,Both,Black,14.8,"Baltimore, MD","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2404000 was used to isolate data for Baltimore, MD.",13.5,16.1,,
Social and Economic Factors,Percent Unemployed,2013,Both,Hispanic,6.9,"Baltimore, MD","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2404000 was used to isolate data for Baltimore, MD.",2.6,11.2,,
Social and Economic Factors,Percent Unemployed,2013,Both,White,5.8,"Baltimore, MD","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2404000 was used to isolate data for Baltimore, MD.",4.6,7.0,,
Social and Economic Factors,Percent Unemployed,2013,Both,Black,12.5,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2507000 was used to isolate data for Boston, MA.",10.5,14.5,,
Social and Economic Factors,Percent Unemployed,2013,Female,All,9.5,"Baltimore, MD","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 2404000 was used to isolate data for Baltimore, MD.",8.2,10.8,,
Social and Economic Factors,Percent Unemployed,2013,Male,All,11.8,"Baltimore, MD","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 2404000 was used to isolate data for Baltimore, MD.",10.4,13.2,,
Social and Economic Factors,Percent Unemployed,2013,Both,All,8.1,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2507000 was used to isolate data for Boston, MA.",7.3,8.9,,
Social and Economic Factors,Percent Unemployed,2013,Both,Asian/PI,6.9,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 2507000 was used to isolate data for Boston, MA.",5.0,8.8,,
Social and Economic Factors,Percent Unemployed,2013,Both,Multiracial,11.1,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2507000 was used to isolate data for Boston, MA.",7.4,14.8,,
Social and Economic Factors,Percent Unemployed,2013,Both,White,5.4,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2507000 was used to isolate data for Boston, MA.",4.6,6.2,,
Social and Economic Factors,Percent Unemployed,2013,Female,All,6.8,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 2507000 was used to isolate data for Boston, MA.",5.6,8.0,,
Social and Economic Factors,Percent Unemployed,2013,Male,All,7.8,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 2507000 was used to isolate data for Boston, MA.",6.6,9.0,,
Social and Economic Factors,Percent Unemployed,2013,Both,All,12.7,"Chicago, IL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Place=Chicago was used to isolate American Community Survey data for Chicago, IL on American Factfinder.",12.2,13.2,,
